text,label
tem turbuna turbo Motor Sistema de Admision y Escape,MCE
temp turbina escape Motor Sistema de Admision y Escape,MCM
carga suspension delantera iz Sistema Suspension Suspensiones Delanteras,MCM
regulacion vv motor Motor Unidad de Fuerza,MCM
temperatura escape alto Motor Sistema de Admision y Escape,MCM
rell.hco Sistema Hidraulico Componentes Hidraulicos,MCM
rell a. direccion Sistema Direccion y Frenos Sistema Direccion,MCM
reset master por ecas Innovaciones Tecnologicas Innovaciones Tecnologicas,MCI
rell aceite direcc Sistema Direccion y Frenos Sistema Direccion,MCM
puerta se abre Estructura Cabina y Plataforma,MCM
#mu cm/1alch.2/3/se ventilo e Motor Unidad de Fuerza,MCM
motor diecel ventilado Motor Unidad de Fuerza,MCM
motor diesel ventilado Motor Unidad de Fuerza,MCM
motordieselventilado Motor UnidaddeFuerza,MCM
motor diesel ventilado Motor,MCM
CHEQUEO FUGA HIDRAULICA,MCM
fuga aceit motor ,MCM
RELL ACET MOTOR,MCM
baja potencia motor ,MCM
aislado x temp neum ,MCV
FUGA AC. HIDRAULICA,MCM
REP.LUCES RETROCESOS,MCE
REPARACION A&C,MCM
NEUMATICO POS 1 CAMBIO,MCV
REP. INTEMITENTES,MCE
ROTACION NEUM. POS. 1,MPV
ROTACION POS- 1-2,MPV
SIN AC,MCM
CHEQUEO PASADOR LINK,MCM
CHEQUEO ACEITE HIDRAULICO,MCM
RELL. AC. DIRECCION,MCM
RELLENO ACEITE HIDRAULICO,MCM
fuga refrigerante ,MCM
 +Neumaticos y Aros +Neumaticos ,MCV
bajo voltaje sistema +Instr. Electricos y Comp. Control +Dispositivos Proteccion y Alarmas ,MCE
PM 18D + BACKLOG Mantencion Programada PM,MP
CAMBIO FILTRO COMB Motor Sistema de Combustible,MCM
CHEQ EQUIPO Sistema Direccion y Frenos Sistema Frenos,MCM
CAMBIO DE COMBERTIDOR ,MCM
CAMBIO DE CONVERTIDOR Tren de Potencia Convertidor de Torque,MCM
BAJO REFRIG Motor Sistema de Enfriamiento,MCM
CAMBIO REFRIGERANTE Motor Sistema de Enfriamiento,MCM
LAVADO PLATAF Estructura Cabina y Plataforma,MCM
CHEQ POS NEUMATICO Neumaticos y Aros Neumaticos,MCV
CHEQ ELECTRICO Motor Sistema de Combustible,MCM
BAJA PRESION ACUMULADOR FRENO Sistema Direccion y Frenos Sistema Frenos,MCM
SISTEMA AFEX Sistema Contra Incendios Sistema Contra Incendios,MCE
SIST.AFEX ACTIVADO Sistema Contra Incendios Sistema Contra Incendios,MCE
COD.ACTIVOS Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,MCE
SIN AIRE PARA LA PARTIDA Motor Sistema Partida Electrico,MCM
NEUMATICO EN REAPRIETE Neumaticos y Aros Neumaticos,MPV
REPARACION A/AC Aire Acondicionado Aire Acondicionado,MCM
RELL.AC.HCO Sistema Hidraulico Componentes Hidraulicos,MCM
reparacion a/ac Aire Acondicionado Aire Acondicionado ,MCM
probl partida Sistema Auxiliar Sistema Neumatico ,MCM
REP. AIRE ACONDICIONA Aire Acondicionado Aire Acondicionado,MCM
neumatico pos 4 relleno nitro Neumaticos y Aros Neumaticos ,MCV
neumatico 3-5 relleno nitroge Neumaticos y Aros Relleno ,MCV
pm 288 d Mantencion Programada PM ,MP
PM 288 D Mantencion Programada PM,MP
repar a/ac ,MCM
chequ neumat Neumaticos y Aros Neumaticos ,MCV
chequeo neum. Neumaticos y Aros Neumaticos ,MCV
neumatico pos 4 cambio Neumaticos y Aros Neumaticos ,MCV
muestra ac. motor Motor Sistema de Lubricacion ,MCM
chequeo neumatico Neumaticos y Aros Neumaticos ,MCV
cambio pos 3 Neumaticos y Aros Neumaticos ,MCV
neumatico pos 3-4 cambio Neumaticos y Aros Neumaticos ,MCV
rep calefaccion Aire Acondicionado Aire Acondicionado ,MCM
rell.refrigerante mot Motor Sistema de Enfriamiento ,MCM
falla electrica instrumentos Instr. Electricos y Comp. Control Instrumentos Cables y Luces ,MCR
fuga refrig Aire Acondicionado Aire Acondicionado ,MCM
cheq sist levante Sistema Hidraulico Componentes Hidraulicos ,MCE
tapa de filtro suelta Estructura Estructura y Chasis ,MCM
falla a/c Aire Acondicionado Aire Acondicionado ,MCM
bailac Neumaticos y Aros Neumaticos ,MCV
mantencion neumaticos. ,MCV
cambio de pto Mantencion Programada PM ,MCM
fuga nitrog pos. 2 Neumaticos y Aros Neumaticos ,MCV
fuga nitrog p2 Neumaticos y Aros Neumaticos ,MCV
fuga combustible Motor Sistema de Combustible ,MCA
no ingresa comb Motor Sistema de Combustible ,MCM
no carga comb Estructura Estructura y Chasis ,MCM
no ingresa combustible Estructura Estructura y Chasis ,MCM
no carga comb Neumaticos y Aros Neumaticos ,MCV
cheq. neumatico Neumaticos y Aros Neumaticos ,MCV
pm18d MantencionProgramada PM,MPO
cheq neum p1 Neumaticos y Aros Relleno ,MCV
aire partida aire partida Sistema Neumatico ,MCM
fuga por v/v alivio Motor Sistema de Enfriamiento ,MCM
alarma puerta abierta Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,MCE
inyectores en error Motor Sistema de Combustible,MCE
reponer tapa llenado tc. Tren de Potencia Transmision,MCM
eliminar fugas hd. Sistema Hidraulico Componentes Hidraulicos,MCM
no entra combustible,MCM
toma muestras Motor Sistema de Lubricacion,MCM
chequeo de freno Sistema Direccion y Frenos Sistema Frenos,MCM
fuga hd Sistema Hidraulico Componentes Hidraulicos,MCM
rell.ac hidraulico,MCM
c/transmision Mantencion Programada PM,MCM
cambio transmision Mantencion Programada PM,MCM
probl. marchas Instr. Electricos y Comp. Control Sistema de Control de Movimiento,MCE
alta temp.refrigerante Motor Sistema de Enfriamiento,MCM
rell.refrig. Motor Sistema de Enfriamiento,MCM
pres.combust.bajo Motor Sistema de Combustible,MCM
alta t° sistema enfriamiento Motor Sistema de Enfriamiento,MCM
#neumatico pos 2 v/v Neumaticos y Aros Neumaticos,MPV
temp.refrig motor Motor Sistema de Enfriamiento,MCE
alarma t° conv. de par Tren de Potencia Convertidor de Torque,MCM
cheq temp Motor Sistema de Enfriamiento,MCM
falla modulo control t° refr.,MCM
falla modulo control t° Motor Modulo Electrico y Control,MCE
relleno ac. eje trasero Tren de Potencia Eje Palier y Diferencial,MCM
chequeo equipo Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,MCR
alte t° convertidor Tren de Potencia Convertidor de Torque,MCM
sin aire para la partida Sistema Auxiliar Sistema Neumatico,MCM
neumatico pos 2 relleno nitro Neumaticos y Aros Relleno,MCV
toma de muestras Mantencion Programada PM,MCR
cheq mecanico Tren de Potencia Transmision,MCM
cheq equipo Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,MCR
fuga nitrog Neumaticos y Aros Neumaticos,MCV
rotacion posiciones Neumaticos y Aros Neumaticos,MCV
prob. asiento Estructura Cabina y Plataforma,MCM
rep asiento op Estructura Cabina y Plataforma,MCM
pasador asiento Estructura Cabina y Plataforma,MCR
temp.convert. Tren de Potencia Convertidor de Torque,MCM
asiento operador Estructura Cabina y Plataforma,MCM
escala Estructura Estructura y Chasis,MCM
pm 250h + backlogs Mantencion Programada PM,MP
nivel ac transmision Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,MCM
soldar escalera acc Estructura Estructura y Chasis,MCM
alarma bajo nivel ac Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,MCM
fuga neumatico pos 4 Neumaticos y Aros Neumaticos,MCV
relleno aceite hidrau Sistema Hidraulico Componentes Hidraulicos,MCM
fuga aceite hidraulic Sistema Hidraulico Componentes Hidraulicos,MCM
relleno aceite transm Sistema Hidraulico Componentes Hidraulicos,MCM
trasp conv/dif Tren de Potencia Convertidor de Torque,MCM
falla trasmision Tren de Potencia Transmision,MCE
bajo combust Motor Sistema de Combustible,MCM
smartcap/ larrin y salas Innovaciones Tecnologicas Innovaciones Tecnologicas,MCE
baja presion acum.direccion Sistema Direccion y Frenos Sistema Direccion,MCM
sin cond partida aire Sistema Neumatico Sistema Neumatico,MCM
nivel + temp direccion + radi Sistema Direccion y Frenos Sistema Direccion,MCM
probl.repaldo asiento Estructura Cabina y Plataforma,MCM
alarma niv. transm. Tren de Potencia Transmision,MCM
ac transmision Tren de Potencia Transmision,MCM
alta temp. de ac. convertidor Tren de Potencia Convertidor de Torque,MCM
smartcap / protab Innovaciones Tecnologicas Innovaciones Tecnologicas,MCE
solen. enfr. freno Sistema Direccion y Frenos Sistema Frenos,MCM
corte pos 4-6 bailac Neumaticos y Aros Neumaticos,MCV
rep escala acceso Estructura Estructura y Chasis,MCM
proteccion motor Estructura Estructura y Chasis,MCM
fuga o`ring pos 1 Neumaticos y Aros Neumaticos,MCV
radio comunicasiones Comunicaciones Comunicaciones,MCM
regulacion asiento operador Estructura Cabina y Plataforma,MCM
cheq asiento op Estructura Cabina y Plataforma,MCM
pinch. pos 3 Neumaticos y Aros Neumaticos,MCV
apernadura mando final p Tren de Potencia Mandos Finales,MCM
c/ pos 3 Neumaticos y Aros Neumaticos,MCM
sin partida linea suelta Sistema Neumatico Sistema Neumatico,MCM
sin cond partida,MCM
asiento de tope Estructura Cabina y Plataforma,MCE
fuga ac. transmision Tolva Tolva,MCM
oring pos 1-2 bailac Neumaticos y Aros Neumaticos,MP
sin partida volt sitema Instr. Electricos y Comp. Control Arranque y Carga,MCM
s/ aire partida Sistema Neumatico Sistema Neumatico,MCM
cheq advisor Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,MCE
c/ cilindro levante Mantencion Programada PM,MCM
espera de traslado Neumaticos y Aros Neumaticos,MCV
corte p 6 bailac Neumaticos y Aros Neumaticos,MCV
rlleno trasmision Tren de Potencia Transmision,MCM
rllno trasmision Tren de Potencia Transmision,MCM
pos-1 baja nitrog. Neumaticos y Aros Neumaticos,MCV
problem marchas Tren de Potencia Transmision,MCM
nivel trasmision Tren de Potencia Convertidor de Torque,MCM
problema asiento. Estructura Cabina y Plataforma,MCE
relleno aceite trasmision Tren de Potencia Transmision,MCM
cambio filtros cabina y focos Estructura Cabina y Plataforma,MCE
fga hidraulico Sistema Hidraulico Componentes Hidraulicos,MCM
pm + back log - cambio link Mantencion Programada PM,MPO
chequeo pistola soplado cabin Sistema Neumatico Sistema Neumatico,MCM
chequeo fuga combustible Motor Sistema de Combustible,MCM
t° convertidor Tren de Potencia Convertidor de Torque,MCM
fug tk hidraulico Estructura Estructura y Chasis,MCM
pinchado posicion #5 Neumaticos y Aros Neumaticos,MCV
temp combertidor Tren de Potencia Transmision,MCM
cambio pistola soplado Estructura Cabina y Plataforma,MCM
baja p° riel Motor Sistema de Combustible,MCM
rell posicion 1-2 Neumaticos y Aros Neumaticos,MCV
rell. nitrog. pos-1 Neumaticos y Aros Neumaticos,MCV
falla ptt radio comunicaciom Instr. Electricos y Comp. Control Arranque y Carga,MCE
baja pot+direccion dura Motor Sistema de Combustible,MCM
fuga aceite convertidor Tren de Potencia Convertidor de Torque,MCM
abrazaderas de escape sueltas Motor Sistema de Admision y Escape,MCM
cod filtro diferenc. tapon Tren de Potencia Transmision,MCM
rellen pos 1-2 bailac Neumaticos y Aros Neumaticos,MCV
cambio pos Neumaticos y Aros Neumaticos,MCV
apoyo de energia Instr. Electricos y Comp. Control Arranque y Carga,MCE
cinturon seguridad trabado Estructura Cabina y Plataforma,MCM
smartcap/ tres60. Innovaciones Tecnologicas Innovaciones Tecnologicas,MCI
fala radio comunicaciones Comunicaciones Comunicaciones,MCI
alta temp. ac.convertidor Tren de Potencia Convertidor de Torque,MCM
puerta Estructura Cabina y Plataforma,MCM
aoyo de aire partida Sistema Neumatico Sistema Neumatico,MCM
cheq. sistema de frenos Sistema Direccion y Frenos Sistema Frenos,MCM
asiento operador suelto Estructura Cabina y Plataforma,MCM
fuga pos 4-6 bailac Neumaticos y Aros Neumaticos,MCV
cambio de tolva Tolva Tolva,MPO
cambio de tolva Mantencion Programada PM,MPO
fuga sistema trasmision Mantencion Programada PM,MCM
pm c/mando final Tren de Potencia Mandos Finales,MP
baja presion transmision Tren de Potencia Transmision,MCM
problema carga combustible Motor Sistema de Combustible,MCM
baja p° de combustible Motor Sistema de Combustible,MCM
tolva arriba Tolva Tolva,MCE
c/ espejo izq Estructura Cabina y Plataforma,MCM
fuga sist.direccion Sistema Direccion y Frenos Sistema Direccion,MCM
smartcap/tres6 Innovaciones Tecnologicas Innovaciones Tecnologicas,MCI
calibracion trasmision Tren de Potencia Transmision,MCM
cheq. corte pos/1 Neumaticos y Aros Neumaticos,MCV
smartcap & tres 60 Innovaciones Tecnologicas Innovaciones Tecnologicas,MCI
acum freno bajo Sistema Direccion y Frenos Sistema Frenos,MCE
baja presion acumulador de fr Sistema Direccion y Frenos Sistema Frenos,MCM
reponer seguro afex Sistema Contra Incendios Sistema Contra Incendios,MCM
com. bomba freno alto Sistema Direccion y Frenos Sistema Frenos,MCM
regulacion espejo izquierdo Estructura Cabina y Plataforma,MCM
bajo nivel aceite transmision Tren de Potencia Transmision,MCM
problema electrico Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,MCE
golpe en tk combustible Motor Sistema de Combustible,MCA
baja p~acum frenos Sistema Direccion y Frenos Sistema Frenos,MCE
rell. transmisiom Tren de Potencia Transmision,MCM
nivel trasmision cod electric Tren de Potencia Transmision,MCM
suspensiones del tope Sistema Suspension Suspensiones Delanteras,MCM
evaluar pos/1 Neumaticos y Aros Neumaticos,MCV
sin acond de partida Sistema Neumatico Sistema Neumatico,MCM
fuga aire partida secador Sistema Neumatico Sistema Neumatico,MCM
alarma bajo niv conv Tren de Potencia Transmision,MCE
rep vims Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,MCE
boltaje alto acum. frenos Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,MCE
sin bocina + modular Sistema Neumatico Sistema Neumatico,MCE
sin aire /bateria Instr. Electricos y Comp. Control Arranque y Carga,MCE
cambio lneas de enfriamiento Sistema Direccion y Frenos Sistema Frenos,MCM
cambio de lineas de enfriamie Sistema Direccion y Frenos Sistema Frenos,MCM
presion acumulad freno Sistema Direccion y Frenos Sistema Frenos,MCM
aire partida Motor Modulo Electrico y Control,MCM
alarma acumulador freno Sistema Direccion y Frenos Sistema Frenos,MCE
n Sistema Direccion y Frenos Sistema Frenos,MCM
baja presion acum. de frenos Sistema Direccion y Frenos Sistema Frenos,MCM
problema marcha Tren de Potencia Transmision,MCE
porb. transmision Tren de Potencia Transmision,MCM
apoyo de aire Motor Sistema Partida Electrico,MCM
fuga de aire Sistema Auxiliar Sistema Neumatico,MCM
baja pres lub dif Tren de Potencia Eje Palier y Diferencial,MCM
vidrio trizado Estructura Cabina y Plataforma,MCM
p~ de rigerencial baja Tren de Potencia Eje Palier y Diferencial,MCM
baja p~ lub. grasa Estructura Sistema de Lubricacion Grasa,MCM
problema freno Sistema Direccion y Frenos Sistema Frenos,MCE
baja pres bba frenos Sistema Direccion y Frenos Sistema Frenos,MCM
baja presion de direccion Sistema Direccion y Frenos Sistema Direccion,MCM
presion b/b direccion Sistema Direccion y Frenos Sistema Direccion,MCM
rell ac direccion Sistema Hidraulico Componentes Hidraulicos,MCM
fuga nitrogeno pos.4 Neumaticos y Aros Neumaticos,MCV
rotacion pos.2 Neumaticos y Aros Neumaticos,MPV
nivel trasmision\ Tren de Potencia Transmision,MCM
baja presion freno. Sistema Direccion y Frenos Sistema Frenos,MCE
baja temp trasmi/disferencial Tren de Potencia Transmision,MCM
temp escape motor baja potenc Motor Sistema de Admision y Escape,MCM
cambio de espejo izquierdo Estructura Cabina y Plataforma,MCM
ch. vidrio puerta op. Estructura Cabina y Plataforma,MCM
falla direccion Sistema Direccion y Frenos Sistema Direccion,MCM
ch. direcion Sistema Direccion y Frenos Sistema Frenos,MCM
rell refrigerante Tren de Potencia Transmision,MCM
direccion Sistema Direccion y Frenos Sistema Direccion,MCM
rell aceite dif Tren de Potencia Eje Palier y Diferencial,MCM
aire partida. Instr. Electricos y Comp. Control Arranque y Carga,MCM
problema pesometro. Instr. Electricos y Comp. Control Pesometro,MCE
nivel direccion Sistema Direccion y Frenos Sistema Direccion,MCM
baja presion de combustible Motor Sistema de Combustible,MCM
alto flujo de combustible Motor Sistema de Combustible,MCM
baja p~ ril comb - sin partid Motor Sistema de Combustible,MCM
baja potencia motor diesel Motor Sistema de Lubricacion,MCM
reinstalar letrero Estructura Cabina y Plataforma,MCM
pm p/4 + backlogs Mantencion Programada PM,MP
c/bomba combustible Motor Sistema de Combustible,MCM
falla alimentacion sensores 5 Instr. Electricos y Comp. Control Arranque y Carga,MCE
presion baja acumuladores. Sistema Direccion y Frenos Sistema Frenos,MCE
sin potencia motor diesel Motor Sistema de Admision y Escape,MCM
revision pos.3/6 Neumaticos y Aros Neumaticos,MCV
cambio cruceta cardan princip Mantencion Programada PM,MCM
fuga hyd tolva Sistema Hidraulico Sistema Levante,MCM
fuga sistema diferencial Tren de Potencia Eje Palier y Diferencial,MCM
a/c sellado cabina Aire Acondicionado Aire Acondicionado,MCM
temp freno falla tcs Sistema Direccion y Frenos Sistema Frenos,MCE
baja pres bba direccion Sistema Direccion y Frenos Sistema Direccion,MCM
alarma bba. frenos Sistema Direccion y Frenos Sistema Frenos,MCM
presion bba freno Sistema Direccion y Frenos Sistema Frenos,MCE
eval.corte pos pos 3 bailac Neumaticos y Aros Neumaticos,MCV
fuga c/pos 5 Neumaticos y Aros Neumaticos,MCV
en losa de atencion salida Neumaticos y Aros Neumaticos,MCV
cod. conflicto freno Sistema Direccion y Frenos Sistema Frenos,MCE
sin autorizacion Estructura Estructura y Chasis,MCM
pick up magnetico de mando fi Tren de Potencia Mandos Finales,MCE
fuga ac. hid. Sistema Hidraulico Componentes Hidraulicos,MCM
ext. parachoque impactado Estructura Cabina y Plataforma,MCA
reparacion extencion parachoq Estructura Cabina y Plataforma,MCA
soleniode 4 transm. error Tren de Potencia Transmision,MCE
se realiza sebado de combusti Instr. Electricos y Comp. Control Arranque y Carga,MCM
cambio de esepjo derecho Estructura Cabina y Plataforma,MCM
cheq neumatico Neumaticos y Aros,MCV
multiples codigos temp.sistem Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,MCM
rell. niveles Sistema Hidraulico Componentes Hidraulicos,MCM
alarma nivel direccion error Sistema Direccion y Frenos Sistema Direccion,MCE
eval.codigo nivel motor Motor Sistema de Lubricacion,MCE
prog neumatico Neumaticos y Aros Neumaticos,MPV
reponer espejo derecho Estructura Cabina y Plataforma,MCA
cambio filtro cabina Estructura Cabina y Plataforma,MCM
impacto extencion parachoque Sistema Direccion y Frenos Sistema Frenos,MCA
codig.conflicto freno Sistema Direccion y Frenos Sistema Frenos,MCE
eval.plumillas Estructura Cabina y Plataforma,MCM
desgaste pos/4 Neumaticos y Aros Neumaticos,MCV
cjeq. pos/6 corte profundo Neumaticos y Aros Neumaticos,MCV
evaluar fuerte olor a quemado Instr. Electricos y Comp. Control Dispositivos Proteccion y Alarmas,MCE
sin cond. partida /bocina peg Sistema Neumatico Sistema Neumatico,MCE
cod presion freno Motor Sistema Partida Electrico,MCE
fuga de aceite motor Motor Sistema de Lubricacion,MCM
alarma freno residual Sistema Direccion y Frenos Sistema Frenos,MCE
ch p-3 bailac Neumaticos y Aros Neumaticos,MCV
temperaturas de escape Motor Sistema de Admision y Escape,MCM
baj.pres. sistema direccin Sistema Direccion y Frenos Sistema Direccion,MCM
estructura Instr. Electricos y Comp. Control Arranque y Carga,MCA
c/linea de freno Sistema Hidraulico Componentes Hidraulicos,MCM
